class	url	experimental	unstable	obsolete	deprecated	description
OrientationSensor	/en-US/docs/Web/API/OrientationSensor	false	false	false	false	The OrientationSensor interface of the the Sensor APIs is the base class for orientation sensors. This interface cannot be used directly. Instead it provides properties and methods accessed by interfaces that inherit from it. 
OscillatorNode	/en-US/docs/Web/API/OscillatorNode	false	false	false	false	The OscillatorNode interface represents a periodic waveform, such as a sine wave. It is an AudioScheduledSourceNode audio-processing module that causes a specified frequency of a given wave to be created—in effect, a constant tone.
OverconstrainedError	/en-US/docs/Web/API/OverconstrainedError	false	false	false	false	The OverconstrainedError interface of the Media Capture and Streams API indicates that the set of desired capabilities for the current MediaStreamTrack cannot currently be met. When this event is thrown on a MediaStreamTrack, it is muted until either the current constraints can be established or until satisfiable constraints are applied.
PageTransitionEvent	/en-US/docs/Web/API/PageTransitionEvent	false	false	false	false	The PageTransitionEvent event object is available inside handler functions for the pageshow and pagehide events, fired when a document is being loaded or unloaded.
PaintWorklet	/en-US/docs/Web/API/PaintWorklet	false	false	false	false	The PaintWorklet interface of the CSS Painting API programmatically generates an image where a CSS property expects a file. Access this interface through CSS.paintWorklet.
PannerNode	/en-US/docs/Web/API/PannerNode	false	false	false	false	A PannerNode always has exactly one input and one output: the input can be mono or stereo but the output is always stereo (2 channels); you can't have panning effects without at least two audio channels!
ParentNode	/en-US/docs/Web/API/ParentNode	false	false	false	false	The ParentNode mixin contains methods and properties that are common to all types of Node objects that can have children.
PasswordCredential	/en-US/docs/Web/API/PasswordCredential	false	false	false	false	The interface of the Credential Management API provides information about a username/password pair. In supporting browsers an instance of this class may be passed in the credential member of the init object for global fetch.
Path2D	/en-US/docs/Web/API/Path2D	false	false	false	false	The Path2D interface of the Canvas 2D API is used to declare a path that can then be used on a CanvasRenderingContext2D object. The path methods of the CanvasRenderingContext2D interface are also present on this interface, which gives you the convenience of being able to retain and replay your path whenever desired.
PayerErrors	/en-US/docs/Web/API/PayerErrors	false	false	false	false	The PayerErrors dictionary is used by the Payment Request API to indicate the presence of—and to explain how to correct—validation errors in the payer details.
PaymentAddress	/en-US/docs/Web/API/PaymentAddress	false	false	false	false	The PaymentAddress interface of the Payment Request API is used to store shipping or payment address information.
PaymentCurrencyAmount	/en-US/docs/Web/API/PaymentCurrencyAmount	false	false	false	false	The PaymentCurrencyAmount dictionary describes an amount of money in terms of both a number of units and the currency (US dollars, Euro, yen, etc.), and is part of the Payment Request API.
PaymentDetailsBase	/en-US/docs/Web/API/PaymentDetailsBase	true	false	false	false	The PaymentDetailsBase dictionary is a mixin used by the PaymentDetailsInit and PaymentDetailsUpdate dictionaries.
PaymentDetailsUpdate	/en-US/docs/Web/API/PaymentDetailsUpdate	false	false	false	false	The PaymentDetailsUpdate dictionary is used to provide updated information to the payment user interface after it has been instantiated.
PaymentItem	/en-US/docs/Web/API/PaymentItem	false	false	false	false	The PaymentItem dictionary is used by the Payment Request API to describe a single line item on a payment request.
PaymentMethodChangeEvent	/en-US/docs/Web/API/PaymentMethodChangeEvent	false	false	false	false	The PaymentMethodChangeEvent interface of the Payment Request API describes the paymentmethodchange event which is fired by some payment handlers when the user switches payment instruments (e.g., a user selects a "store" card to make a purchase while using Apple Pay).
PaymentRequest	/en-US/docs/Web/API/PaymentRequest	false	false	false	false	The Payment Request API's PaymentRequest interface the primary access point into the API, and lets web content and apps accept payments from the end user on behalf of the operator of the site or the publisher of the app.
PaymentRequestEvent	/en-US/docs/Web/API/PaymentRequestEvent	true	false	false	false	The PaymentRequestEvent interface of the the Payment Request API is the object passed to a payment handler when a PaymentRequest is made.
PaymentRequestUpdateEvent	/en-US/docs/Web/API/PaymentRequestUpdateEvent	true	false	false	false	The PaymentRequestUpdateEvent interface is used for events sent to a PaymentRequest instance when changes are made to shipping-related information for a pending PaymentRequest. Those events are:
PaymentResponse	/en-US/docs/Web/API/PaymentResponse	true	false	false	false	The PaymentResponse interface of the Payment Request API is returned after a user selects a payment method and approves a payment request.
PaymentValidationErrors	/en-US/docs/Web/API/PaymentValidationErrors	false	false	false	false	The PaymentValidationErrors dictionary represents objects providing information about any and all errors that occurred while processing a payment request. When validation of the PaymentResponse returned by the PaymentRequest.show() or PaymentResponse.retry() methods fails, your code creates a PaymentValidationErrors object to pass into retry() so that the user agent knows what needs to be fixed and what if any error messages to display to the user.
Pbkdf2Params	/en-US/docs/Web/API/Pbkdf2Params	false	false	false	false	The Pbkdf2Params dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.deriveKey(), when using the PBKDF2 algorithm.
Performance	/en-US/docs/Web/API/Performance	false	false	false	false	The Performance interface provides access to performance-related information for the current page. It's part of the High Resolution Time API, but is enhanced by the Performance Timeline API, the Navigation Timing API, the User Timing API, and the Resource Timing API.
PerformanceEntry	/en-US/docs/Web/API/PerformanceEntry	false	false	false	false	The PerformanceEntry object encapsulates a single performance metric that is part of the performance timeline. A performance entry can be directly created by making a performance mark or measure (for example by calling the mark() method) at an explicit point in an application. Performance entries are also created in indirect ways such as loading a resource (such as an image).
PerformanceEventTiming	/en-US/docs/Web/API/PerformanceEventTiming	false	false	false	false	The PerformanceEventTiming interface of the Event Timing API provides timing information for the event types listed below.
PerformanceFrameTiming	/en-US/docs/Web/API/PerformanceFrameTiming	false	false	false	false	PerformanceFrameTiming is an abstract interface that provides frame timing data about the browser's event loop.
PerformanceLongTaskTiming	/en-US/docs/Web/API/PerformanceLongTaskTiming	false	false	false	false	The PerformanceLongTaskTiming interface of the the Long Tasks API reports instances of long tasks.
PerformanceMark	/en-US/docs/Web/API/PerformanceMark	false	false	false	false	PerformanceMark is an abstract interface for PerformanceEntry objects with an entryType of "mark". Entries of this type are created by calling performance.mark() to add a named DOMHighResTimeStamp (the mark) to the browser's performance timeline.
PerformanceMeasure	/en-US/docs/Web/API/PerformanceMeasure	false	false	false	false	PerformanceMeasure is an abstract interface for PerformanceEntry objects with an entryType of "measure". Entries of this type are created by calling performance.measure() to add a named DOMHighResTimeStamp (the measure) between two marks to the browser's performance timeline.
PerformanceNavigation	/en-US/docs/Web/API/PerformanceNavigation	false	false	false	true	The legacy PerformanceNavigation interface represents information about how the navigation to the current document was done.
PerformanceNavigationTiming	/en-US/docs/Web/API/PerformanceNavigationTiming	false	false	false	false	The PerformanceNavigationTiming interface provides methods and properties to store and retrieve metrics regarding the browser's document navigation events. For example, this interface can be used to determine how much time it takes to load or unload a document.
PerformanceObserver	/en-US/docs/Web/API/PerformanceObserver	false	false	false	false	The PerformanceObserver interface is used to observe performance measurement events and be notified of new performance entries as they are recorded in the browser's performance timeline.
PerformanceObserverEntryList	/en-US/docs/Web/API/PerformanceObserverEntryList	false	false	false	false	The PerformanceObserverEntryList interface is a list of peformance events that were explicitly observed via the observe() method.
PerformancePaintTiming	/en-US/docs/Web/API/PerformancePaintTiming	false	false	false	false	The PerformancePaintTiming interface of the Paint Timing provides timing information about "paint" (also called "render") operations during web page construction. "Paint" refers to conversion of the render tree to on-screen pixels.
PerformanceResourceTiming	/en-US/docs/Web/API/PerformanceResourceTiming	false	false	false	false	The PerformanceResourceTiming interface enables retrieval and analysis of detailed network timing data regarding the loading of an application's resources. An application can use the timing metrics to determine, for example, the length of time it takes to fetch a specific resource, such as an XMLHttpRequest, <SVG>, image, or script.
PerformanceServerTiming	/en-US/docs/Web/API/PerformanceServerTiming	false	false	false	false	The PerformanceServerTiming interface surfaces server metrics that are sent with the response in the Server-Timing HTTP header.
PerformanceTiming	/en-US/docs/Web/API/PerformanceTiming	false	false	false	true	The PerformanceTiming interface is a legacy interface kept for backwards compatibility and contains properties that offer performance timing information for various events which occur during the loading and use of the current page. You get a PerformanceTiming object describing your page using the window.performance.timing property.
PeriodicSyncEvent	/en-US/docs/Web/API/PeriodicSyncEvent	false	false	false	false	The PeriodicSyncEvent interface of the Web Periodic Background Synchronization API provides a way to run tasks in the service worker with network connectivity.
PeriodicSyncManager	/en-US/docs/Web/API/PeriodicSyncManager	false	false	false	false	The PeriodicSyncManager interface of the Web Periodic Background Synchronization API provides a way to register tasks to be run in a service worker at periodic intervals with network connectivity. These tasks are referred to as periodic background sync requests. Access PeriodicSyncManager through the ServiceWorkerRegistration.periodicSync.
PeriodicWave	/en-US/docs/Web/API/PeriodicWave	false	false	false	false	PeriodicWave has no inputs or outputs; it is used to define custom oscillators when calling OscillatorNode.setPeriodicWave(). The PeriodicWave itself is created/returned by AudioContext.createPeriodicWave().
PermissionStatus	/en-US/docs/Web/API/PermissionStatus	true	false	false	false	The PermissionStatus interface of the Permissions API provides the state of an object and an event handler for monitoring changes to said state.
Permissions	/en-US/docs/Web/API/Permissions	true	false	false	false	The Permissions interface of the Permissions API provides the core Permission API functionality, such as methods for querying and revoking permissions
PhotoCapabilities	/en-US/docs/Web/API/PhotoCapabilities	true	false	false	false	The PhotoCapabilities interface of the the MediaStream Image Capture API provides available configuration options for an attached photographic device. A PhotoCapabilities object is retrieved by calling ImageCapture.getPhotoCapabilities().
PictureInPictureEvent	/en-US/docs/Web/API/PictureInPictureEvent	false	false	false	false	The PictureInPictureEvent interface represents picture-in-picture-related events, including enterpictureinpicture, leavepictureinpicture and resize
PictureInPictureWindow	/en-US/docs/Web/API/PictureInPictureWindow	false	false	false	false	The PictureInPictureWindow interface represents an object able to programmatically obtain the width and height and resize event of the floating video window.
Plugin	/en-US/docs/Web/API/Plugin	false	false	false	false	The Plugin interface provides information about a browser plugin.
PluginArray	/en-US/docs/Web/API/PluginArray	true	false	false	false	The PluginArray interface is used to store a list of Plugin objects describing the available plugins; it's returned by the window.navigator.plugins property. The PluginArray is not a JavaScript array, but has the length property and supports accessing individual items using bracket notation (plugins[2]), as well as via item(index) and namedItem("name") methods.
Point	/en-US/docs/Web/API/Point	false	true	false	false	Point is an interface, which existed only briefly in the CSS Transforms Level 1 specification, which represents a point in 2-dimensional space. It is non-standard, not broadly compatible, and should not be used.
PointerEvent	/en-US/docs/Web/API/PointerEvent	false	false	false	false	The PointerEvent interface represents the state of a DOM event produced by a pointer such as the geometry of the contact point, the device type that generated the event, the amount of pressure that was applied on the contact surface, etc.
PopStateEvent	/en-US/docs/Web/API/PopStateEvent	false	false	false	false	PopStateEvent is an event handler for the popstate event on the window.
PositionOptions	/en-US/docs/Web/API/PositionOptions	false	false	false	false	The PositionOptions dictionary describes an object containing option properties to pass as a parameter of Geolocation.getCurrentPosition() and Geolocation.watchPosition().
PositionSensorVRDevice	/en-US/docs/Web/API/PositionSensorVRDevice	true	false	true	false	The PositionSensorVRDevice interface of the WebVR API represents VR hardware's position sensor. You can access information such as the current position and orientation of the sensor in relation to the head mounted display through the PositionSensorVRDevice.getState() method.
Presentation	/en-US/docs/Web/API/Presentation	true	false	false	false	The Presentation can be defined as two possible user agents in the context: Controlling user agent and Receiving user agent.
PresentationAvailability	/en-US/docs/Web/API/PresentationAvailability	true	false	false	false	A PresentationAvailability object is associated with available presentation displays and represents the presentation display availability for a presentation request. If the controlling user agent can monitor the list of available presentation displays in the background (without a pending request to start()), the PresentationAvailability object MUST be implemented in a controlling browsing context.
PresentationConnection	/en-US/docs/Web/API/PresentationConnection	true	false	false	false	The PresentationConnection interface of the Presentation API provides methods and properties for managing a single presentation. Each presentation connection is represented by a PresentationConnection object. Both the controlling user agent and receiving user agent MUST implement PresentationConnection.
PresentationConnectionAvailableEvent	/en-US/docs/Web/API/PresentationConnectionAvailableEvent	true	false	false	false	The PresentationConnectionAvailableEvent interface of the Presentation API is fired on a PresentationRequest when a connection associated with the object is created.
PresentationConnectionCloseEvent	/en-US/docs/Web/API/PresentationConnectionCloseEvent	true	false	false	false	The PresentationConnectionCloseEvent interface of the Presentation API is fired on a PresentationConnection when it is closed.
PresentationConnectionList	/en-US/docs/Web/API/PresentationConnectionList	true	false	false	false	PresentationConnectionList is the collection of incoming presentation connections.
PresentationReceiver	/en-US/docs/Web/API/PresentationReceiver	true	false	false	false	The PresentationReceiver interface of the the Presentation API provides a means for a receiving browsing context to access controlling browsing contexts and communicate with them.
PresentationRequest	/en-US/docs/Web/API/PresentationRequest	true	false	false	false	A PresentationRequest object is used to initiate or reconnect to a presentation made by a controlling browsing context. The PresentationRequest object MUST be implemented in a controlling browsing context provided by a controlling user agent.
ProcessingInstruction	/en-US/docs/Web/API/ProcessingInstruction	false	false	false	false	The ProcessingInstruction interface represents a processing instruction; that is, a Node which embeds an instruction targeting a specific application but that can be ignored by any other applications which don't recognize the instruction.
ProgressEvent	/en-US/docs/Web/API/ProgressEvent	false	false	false	false	The ProgressEvent interface represents events measuring progress of an underlying process, like an HTTP request (for an XMLHttpRequest, or the loading of the underlying resource of an <img>, <audio>, <video>, <style> or <link>).
PromiseRejectionEvent	/en-US/docs/Web/API/PromiseRejectionEvent	false	false	false	false	The PromiseRejectionEvent interface represents events which are sent to the global script context when JavaScript Promises are rejected.
PublicKeyCredential	/en-US/docs/Web/API/PublicKeyCredential	false	false	false	false	The PublicKeyCredential interface provides information about a public key / private key pair, which is a credential for logging in to a service using an un-phishable and data-breach resistant asymmetric key pair instead of a password. It inherits from Credential, and was created by the Web Authentication API extension to the Credential Management API. Other interfaces that inherit from Credential are PasswordCredential and FederatedCredential.
PublicKeyCredentialCreationOptions	/en-US/docs/Web/API/PublicKeyCredentialCreationOptions	false	false	false	false	The PublicKeyCredentialCreationOptions dictionary of the Web Authentication API holds options passed to navigators.credentials.create() in order to create a PublicKeyCredential.
PublicKeyCredentialRequestOptions	/en-US/docs/Web/API/PublicKeyCredentialRequestOptions	false	false	false	false	The PublicKeyCredentialRequestOptions dictionary of the Web Authentication API holds the options passed to navigator.credentials.get() in order to fetch a given PublicKeyCredential.
PushEvent	/en-US/docs/Web/API/PushEvent	false	false	false	false	The PushEvent interface of the Push API represents a push message that has been received. This event is sent to the global scope of a ServiceWorker. It contains the information sent from an application server to a PushSubscription.
PushManager	/en-US/docs/Web/API/PushManager	true	false	false	false	The PushManager interface of the Push API provides a way to receive notifications from third-party servers as well as request URLs for push notifications.
PushMessageData	/en-US/docs/Web/API/PushMessageData	true	false	false	false	The PushMessageData interface of the Push API provides methods which let you retrieve the push data sent by a server in various formats.
PushRegistrationManager	/en-US/docs/Web/API/PushRegistrationManager	false	false	false	true	Returns an interface to register or unregister a push registration, get an active registration, or check the permission status of the registration. This interface has been superceded by PushManager.
PushSubscription	/en-US/docs/Web/API/PushSubscription	true	false	false	false	The PushSubscription interface of the Push API provides a subcription's URL endpoint and allows unsubscription from a push service.
RTCAnswerOptions	/en-US/docs/Web/API/RTCAnswerOptions	false	false	false	false	The RTCAnswerOptions dictionary is used to provide optional settings when creating an SDP answer using RTCPeerConnection.createOffer() after receiving an offer from a remote peer.
RTCCertificate	/en-US/docs/Web/API/RTCCertificate	false	false	false	false	The interface of the the WebRTC API provides an object represents a certificate that an RTCPeerConnection uses to authenticate.
RTCConfiguration	/en-US/docs/Web/API/RTCConfiguration	false	false	false	false	The RTCConfiguration dictionary is used to provide configuration options for an RTCPeerConnection. It may be passed into the constructor when instantiating a connection, or used with the RTCPeerConnection.getConfiguration() and RTCPeerConnection.setConfiguration() methods, which allow inspecting and changing the configuration while a connection is established.
RTCDTMFSender	/en-US/docs/Web/API/RTCDTMFSender	false	false	false	false	Listen to these events using addEventListener() or by assigning an event listener to the oneventname property of this interface.
RTCDTMFToneChangeEvent	/en-US/docs/Web/API/RTCDTMFToneChangeEvent	false	false	false	false	The RTCDTMFToneChangeEvent interface represents events sent to indicate that DTMF tones have started or finished playing. This interface is used by the tonechange event.
RTCDataChannel	/en-US/docs/Web/API/RTCDataChannel	true	false	false	false	The RTCDataChannel interface represents a network channel which can be used for bidirectional peer-to-peer transfers of arbitrary data. Every data channel is associated with an RTCPeerConnection, and each peer connection can have up to a theoretical maximum of 65,534 data channels (the actual limit may vary from browser to browser).
RTCDataChannelEvent	/en-US/docs/Web/API/RTCDataChannelEvent	true	false	false	false	The RTCDataChannelEvent() constructor returns a new RTCDataChannelEvent object, which represents a datachannel event. These events sent to an RTCPeerConnection when its remote peer is asking to open an RTCDataChannel between the two peers.
RTCDtlsTransport	/en-US/docs/Web/API/RTCDtlsTransport	true	false	false	false	The RTCDtlsTransport interface provides access to information about the Datagram Transport Layer Security (DTLS) transport over which a RTCPeerConnection's RTP and RTCP packets are sent and received by its RTCRtpSender and RTCRtpReceiver objects.
RTCError	/en-US/docs/Web/API/RTCError	false	false	false	false	The RTCError interface describes an error which has occurred while handling WebRTC operations. It's based upon the standard DOMException interface that describes general DOM errors.
RTCErrorEvent	/en-US/docs/Web/API/RTCErrorEvent	false	false	false	false	The WebRTC API's RTCErrorEvent interface represents an error sent to a WebRTC object. It's based on the standard Event interface, but adds RTC-specific information describing the error, as shown below.
RTCIceCandidate	/en-US/docs/Web/API/RTCIceCandidate	false	false	false	false	The RTCIceCandidate interface—part of the WebRTC API—represents a candidate Internet Connectivity Establishment (ICE) configuration which may be used to establish an RTCPeerConnection.
RTCIceCandidateInit	/en-US/docs/Web/API/RTCIceCandidateInit	false	false	false	false	The WebRTC API's RTCIceCandidateInit dictionary, which contains the information needed to fundamentally describe an RTCIceCandidate.
RTCIceCandidatePair	/en-US/docs/Web/API/RTCIceCandidatePair	false	false	false	false	The RTCIceCandidatePair dictionary describes a pair of ICE candidates which together comprise a description of a viable connection between two WebRTC endpoints.
RTCIceCandidatePairStats	/en-US/docs/Web/API/RTCIceCandidatePairStats	false	false	false	false	The WebRTC RTCIceCandidatePairStats dictionary reports statistics which provide insight into the quality and performance of an RTCPeerConnection while connected and configured as described by the specified pair of ICE candidates.
RTCIceCandidateStats	/en-US/docs/Web/API/RTCIceCandidateStats	false	false	false	false	The WebRTC API's RTCIceCandidateStats dictionary provides statistics related to an RTCIceCandidate.
RTCIceCandidateType	/en-US/docs/Web/API/RTCIceCandidateType	false	false	false	false	The WebRTC API's RTCIceCandidateType enumerated type provides a set of DOMString values representing the types of ICE candidate that can arrive.
RTCIceComponent	/en-US/docs/Web/API/RTCIceComponent	false	false	false	false	The WebRTC API's RTCIceComponent enumerated type contains DOMString values that each identify a specific ICE component; these are "rtp" and "rtcp".
RTCIceCredentialType	/en-US/docs/Web/API/RTCIceCredentialType	false	false	false	false	The WebRTC API's RTCIceCredentialType enumerated string type defines the authentication method used to gain access to an ICE server identified by an RTCIceServer object.
RTCIceGathererState	/en-US/docs/Web/API/RTCIceGathererState	false	false	false	false	The RTCIceGathererState enumerated type provides the string values which can be returned by an RTCIceTransport object's gatheringState.
RTCIceParameters	/en-US/docs/Web/API/RTCIceParameters	false	false	false	false	The RTCIceParameters dictionary specifies the username fragment and password assigned to an ICE session.
RTCIceProtocol	/en-US/docs/Web/API/RTCIceProtocol	false	false	false	false	The WebRTC API's RTCIceProtocol enumerated type provides a set of DOMString values representing the names of the transport protocols ICE candidates can use.
RTCIceRole	/en-US/docs/Web/API/RTCIceRole	false	false	false	false	The RTCIceRole enumerated type lists the string values that identify whether a connection's ICE agent is serving as the controlling agent or the controlled agent, as indicated by RTCIceTransport.role.
RTCIceServer	/en-US/docs/Web/API/RTCIceServer	true	false	false	false	The RTCIceServer dictionary defines how to connect to a single ICE server (such as a STUN or TURN server). Objects of this type are provided in the configuration of an RTCPeerConnection, in the iceServers array.
RTCIceTcpCandidateType	/en-US/docs/Web/API/RTCIceTcpCandidateType	false	false	false	false	The WebRTC API's RTCIceTcpCandidateType enumerated type provides a set of DOMString values representing the types of TCP candidates.
RTCIceTransport	/en-US/docs/Web/API/RTCIceTransport	false	false	false	false	The RTCIceTransport interface provides access to information about the ICE transport layer over which the data is being sent and received.
RTCIceTransportState	/en-US/docs/Web/API/RTCIceTransportState	false	false	false	false	The RTCIceTransportState enumerated type defines the string values which may be returned by the state property on RTCIceTransport objects. The transport state indicates which stage of the candidate gathering process is currently underway.
RTCIdentityAssertion	/en-US/docs/Web/API/RTCIdentityAssertion	true	false	false	false	The RTCIdentityAssertion interface of the the WebRTC API represents the identity of the a remote peer of the current connection. If no peer has yet been set and verified this interface returns null. Once set it can't be changed.
RTCIdentityErrorEvent	/en-US/docs/Web/API/RTCIdentityErrorEvent	true	false	false	false	The RTCIdentityErrorEvent interface represents an error associated with the identity provider (idP). This is usually for an RTCPeerConnection. Two events are sent with this type: idpassertionerror and idpvalidationerror.
RTCIdentityEvent	/en-US/docs/Web/API/RTCIdentityEvent	true	false	false	false	The RTCIdentityEvent interface represents an identity assertion generated by an identity provider (idP). This is usually for an RTCPeerConnection. The only event sent with this type is identityresult..
RTCInboundRtpStreamStats	/en-US/docs/Web/API/RTCInboundRtpStreamStats	false	false	false	false	The WebRTC API's RTCInboundRtpStreamStats dictionary, based upon RTCReceivedRtpStreamStats and RTCStats, contains statistics related to the receiving end of an RTP stream on the local end of the RTCPeerConnection.
RTCNetworkType	/en-US/docs/Web/API/RTCNetworkType	false	false	false	false	The WebRTC RTCNetworkType enumerated type defines a set of strings used to identify the type of network used by a connection between two peers.
RTCOfferAnswerOptions	/en-US/docs/Web/API/RTCOfferAnswerOptions	false	false	false	false	The WebRTC API's RTCOfferAnswerOptions dictionary is used to specify options that configure and control the process of creating WebRTC offers or answers.
RTCOfferOptions	/en-US/docs/Web/API/RTCOfferOptions	false	false	false	false	The RTCOfferOptions dictionary is used to provide optional settings when creating an RTCPeerConnection offer with the createOffer() method.
RTCOutboundRtpStreamStats	/en-US/docs/Web/API/RTCOutboundRtpStreamStats	false	false	false	false	The RTCOutboundRtpStreamStats dictionary is the RTCStats-based object which provides metrics and statistics related to an outbound RTP stream being sent by an RTCRtpSender.
RTCPeerConnection	/en-US/docs/Web/API/RTCPeerConnection	false	false	false	false	The RTCPeerConnection interface represents a WebRTC connection between the local computer and a remote peer. It provides methods to connect to a remote peer, maintain and monitor the connection, and close the connection once it's no longer needed.
RTCPeerConnectionIceErrorEvent	/en-US/docs/Web/API/RTCPeerConnectionIceErrorEvent	false	false	false	false	The RTCPeerConnectionIceErrorEvent interface—based upon the Event interface—provides details pertaining to an ICE error announced by sending an icecandidateerror event to the RTCPeerConnection object.
RTCPeerConnectionIceEvent	/en-US/docs/Web/API/RTCPeerConnectionIceEvent	true	false	false	false	The RTCPeerConnectionIceEvent interface represents events that occurs in relation to ICE candidates with the target, usually an RTCPeerConnection.
RTCRemoteOutboundRtpStreamStats	/en-US/docs/Web/API/RTCRemoteOutboundRtpStreamStats	false	false	false	false	The WebRTC statistics model's RTCRemoteOutboundRtpStreamStats dictionary extends the underlying RTCSentRtpStreamStats dictionary with properties measuring metrics specific to outgoing RTP streams.
RTCRtcpParameters	/en-US/docs/Web/API/RTCRtcpParameters	false	false	false	false	The RTCRtcpParameters dictionary provides parameters of an RTCP connection. It's used as the value of the rtcp property of the parameters of an RTCRtpSender or RTCRtpReceiver.
RTCRtpCapabilities	/en-US/docs/Web/API/RTCRtpCapabilities	false	false	false	false	The RTCRtpCapabilities dictionary is a data type used to describe the capabilities of an RTCRtpSender or RTCRtpReceiver in response to a call to the RTCRtpSender.getCapabilities() or RTCRtpReceiver.getCapabilities() static functions, both of which return an array of RTCRtpCapabilities objects.
RTCRtpCodecCapability	/en-US/docs/Web/API/RTCRtpCodecCapability	false	false	false	false	The WebRTC API's RTCRtpCodecCapability dictionary provides information describing the capabilities of a single media codec.
RTCRtpCodecParameters	/en-US/docs/Web/API/RTCRtpCodecParameters	false	false	false	false	The RTCRtpCodecParameters dictionary, part of the WebRTC API, is used to describe the configuration parameters for a single media codec.
RTCRtpContributingSource	/en-US/docs/Web/API/RTCRtpContributingSource	false	false	false	false	The RTCRtpContributingSource dictionary of the the WebRTC API is used by getContributingSources() to provide information about a given contributing source (CSRC), including the most recent time a packet that the source contributed was played out.
RTCRtpEncodingParameters	/en-US/docs/Web/API/RTCRtpEncodingParameters	false	false	false	false	An instance of the WebRTC API's RTCRtpEncodingParameters dictionary describes a single configuration of a codec for an RTCRtpSender.
RTCRtpParameters	/en-US/docs/Web/API/RTCRtpParameters	false	false	false	false	The RTCRtpParameters dictionary is the basic object describing the parameters of an RTP transport. It is extended separately for senders and receivers in the form of the RTCRtpSendParameters and RTCRtpReceiveParameters dictionaries.
RTCRtpReceiveParameters	/en-US/docs/Web/API/RTCRtpReceiveParameters	false	false	false	false	The RTCRtpReceiveParameters dictionary, based upon the RTCRtpParameters dictionary, is returned by the the RTCRtpReceiver method getParameters(). It describes the parameters being used by the receiver's RTP connection to the remote peer.
RTCRtpReceiver	/en-US/docs/Web/API/RTCRtpReceiver	false	false	false	false	The RTCRtpReceiver interface of the WebRTC API manages the reception and decoding of data for a MediaStreamTrack on an RTCPeerConnection.
RTCRtpSendParameters	/en-US/docs/Web/API/RTCRtpSendParameters	false	false	false	false	The WebRTC API's RTCRtpSendParameters dictionary is used to specify the parameters for an RTCRtpSender when calling its setParameters() method.
RTCRtpSender	/en-US/docs/Web/API/RTCRtpSender	false	false	false	false	The RTCRtpSender interface provides the ability to control and obtain details about how a particular MediaStreamTrack is encoded and sent to a remote peer.
RTCRtpStreamStats	/en-US/docs/Web/API/RTCRtpStreamStats	false	false	false	false	The RTCRtpStreamStats dictionary is returned by the RTCPeerConnection.getStats(), RTCRtpSender.getStats(), and RTCRtpReceiver.getStats() methods to provide detailed statistics about WebRTC connectivity.
RTCRtpSynchronizationSource	/en-US/docs/Web/API/RTCRtpSynchronizationSource	false	false	false	false	The RTCRtpSynchronizationSource dictionary of the the WebRTC API is used by getSynchronizationSources() to describe a particular synchronization source (SSRC).
RTCRtpTransceiver	/en-US/docs/Web/API/RTCRtpTransceiver	false	false	false	false	The WebRTC interface RTCRtpTransceiver describes a permanent pairing of an RTCRtpSender and an RTCRtpReceiver, along with some shared state.
RTCRtpTransceiverDirection	/en-US/docs/Web/API/RTCRtpTransceiverDirection	false	false	false	false	The RTCRtpTransceiverDirection type is an enumerated set of strings which are used to describe the directionality of a RTCRtpTransceiver instance.
RTCRtpTransceiverInit	/en-US/docs/Web/API/RTCRtpTransceiverInit	false	false	false	false	The RTCRtpTransceiverInit dictionary is used when calling the WebRTC function RTCPeerConnection.addTransceiver() to provide configuration options for the new transceiver.
RTCSctpTransport	/en-US/docs/Web/API/RTCSctpTransport	true	false	false	false	The RTCSctpTransport interface provides information which describes a Stream Control Transmission Protocol (SCTP) transport. This provides information about limitations of the transport, but also provides a way to access the underlying Datagram Transport Layer Security (DTLS) transport over which SCTP packets for all of an RTCPeerConnection's data channels are sent and received.
RTCSessionDescription	/en-US/docs/Web/API/RTCSessionDescription	true	false	false	false	The RTCSessionDescription interface describes one end of a connection—or potential connection—and how it's configured. Each RTCSessionDescription consists of a description type indicating which part of the offer/answer negotiation process it describes and of the SDP descriptor of the session.
RTCSessionDescriptionCallback	/en-US/docs/Web/API/RTCSessionDescriptionCallback	false	false	false	true	The RTCSessionDescriptionCallback type is used to represent the callback function passed into the deprecated callback-based version of createOffer() or createAnswer() when using them to create offers or answers.
RTCStats	/en-US/docs/Web/API/RTCStats	false	false	false	false	The RTCStats dictionary is the basic statistics object used by WebRTC's statistics monitoring model, providing the properties required of all statistics data objects.
RTCStatsIceCandidatePairState	/en-US/docs/Web/API/RTCStatsIceCandidatePairState	false	false	false	false	The RTCStatsIceCandidatePairState enumerated type represents the set of string values which are possible for the RTCIceCandidatePairStats object's state property.
RTCStatsReport	/en-US/docs/Web/API/RTCStatsReport	false	false	false	false	The RTCStatsReport interface provides a statistics report obtained by calling one of the RTCPeerConnection.getStats(), RTCRtpReceiver.getStats(), and RTCRtpSender.getStats() methods.
RTCStatsType	/en-US/docs/Web/API/RTCStatsType	false	false	false	false	The RTCStatsType enumerated type (enum) is a set of strings which define the type of statistics reported in a record found in the RTCStatsReport object.
